behavior,neural,targetPosition,trialNumber
"[[ 5.15384614e-01  4.72401410e-01  0.00000000e+00 -1.11114979e-03
   0.00000000e+00  7.88569450e-04]
 [ 5.15384614e-01  4.71290261e-01  0.00000000e+00 -3.22580338e-04
   5.76913357e-04  8.06480646e-04]
 [ 5.15384614e-01  4.70967680e-01  5.76913357e-04  4.83900309e-04
  -3.84569168e-04  3.22550535e-04]
 [ 5.15961528e-01  4.71451581e-01  1.92344189e-04  8.06450844e-04
   1.92302465e-03 -1.61290169e-04]
 [ 5.16153872e-01  4.72258031e-01  2.11536884e-03  6.45160675e-04
  -1.15382671e-03  3.22580338e-04]
 [ 5.18269241e-01  4.72903192e-01  9.61542130e-04  9.67741013e-04
  -3.84628773e-04 -4.83840704e-04]
 [ 5.19230783e-01  4.73870933e-01  5.76913357e-04  4.83900309e-04
  -5.76913357e-04  9.67651606e-04]
 [ 5.19807696e-01  4.74354833e-01  0.00000000e+00  1.45155191e-03
   3.84616852e-03  1.11291111e-02]
 [ 5.19807696e-01  4.75806385e-01  3.84616852e-03  1.25806630e-02
   5.76972961e-04  5.00002503e-03]
 [ 5.23653865e-01  4.88387048e-01  4.42314148e-03  1.75806880e-02
  -2.11548805e-03 -1.40323043e-02]
 [ 5.28077006e-01  5.05967736e-01  2.30765343e-03  3.54838371e-03
  -2.88456678e-03  5.32263517e-03]
 [ 5.30384660e-01  5.09516120e-01 -5.76913357e-04  8.87101889e-03
   1.15382671e-03  9.03218985e-03]
 [ 5.29807746e-01  5.18387139e-01  5.76913357e-04  1.79032087e-02
  -4.80765104e-03 -6.77412748e-03]
 [ 5.30384660e-01  5.36290348e-01 -4.23073769e-03  1.11290812e-02
  -2.15385556e-02 -1.35483742e-02]
 [ 5.26153922e-01  5.47419429e-01 -2.57692933e-02 -2.41929293e-03
   2.88462639e-03  1.61278248e-03]
 [ 5.00384629e-01  5.45000136e-01 -2.28846669e-02 -8.06510448e-04
   1.84615850e-02  2.51612663e-02]
 [ 4.77499962e-01  5.44193625e-01 -4.42308187e-03  2.43547559e-02
   2.23077536e-02  2.80646086e-02]
 [ 4.73076880e-01  5.68548381e-01  1.78846717e-02  5.24193645e-02
   2.73076892e-02 -1.19355321e-02]
 [ 4.90961552e-01  6.20967746e-01  4.51923609e-02  4.04838324e-02
  -1.76922679e-02  8.38708878e-03]
 [ 5.36153913e-01  6.61451578e-01  2.75000930e-02  4.88709211e-02
  -6.69232607e-02  2.58076191e-03]
 [ 5.63654006e-01  7.10322499e-01 -3.94231677e-02  5.14516830e-02
  -4.40384746e-02 -2.85484195e-02]
 [ 5.24230838e-01  7.61774182e-01 -8.34616423e-02  2.29032636e-02
  -3.01921070e-02 -2.48386264e-02]
 [ 4.40769196e-01  7.84677446e-01 -1.13653749e-01 -1.93536282e-03
   1.36536956e-02 -1.06454492e-02]
 [ 3.27115446e-01  7.82742083e-01 -1.00000054e-01 -1.25808120e-02
   9.07692462e-02  5.80656528e-03]
 [ 2.27115393e-01  7.70161271e-01 -9.23080742e-03 -6.77424669e-03
   4.67308462e-02  2.11290717e-02]
 [ 2.17884585e-01  7.63387024e-01  3.75000387e-02  1.43548250e-02
  -3.63461822e-02 -1.61278248e-03]
 [ 2.55384624e-01  7.77741849e-01  1.15385652e-03  1.27420425e-02
  -1.57692730e-02 -2.19356418e-02]
 [ 2.56538481e-01  7.90483892e-01 -1.46154165e-02 -9.19359922e-03
   9.61540639e-03  9.67746973e-03]
 [ 2.41923064e-01  7.81290293e-01 -5.00001013e-03  4.83870506e-04
   8.65386426e-03  2.45161057e-02]
 [ 2.36923054e-01  7.81774163e-01  3.65385413e-03  2.49999762e-02
  -6.53848052e-03 -6.93547726e-03]
 [ 2.40576908e-01  8.06774139e-01 -2.88462639e-03  1.80644989e-02
  -3.26921046e-03 -3.54826450e-03]
 [ 2.37692282e-01  8.24838638e-01 -6.15383685e-03  1.45162344e-02
   7.88460672e-03  8.70949030e-03]
 [ 2.31538445e-01  8.39354873e-01  1.73076987e-03  2.32257247e-02
   7.30770826e-03 -8.22556019e-03]
 [ 2.33269215e-01  8.62580597e-01  9.03847814e-03  1.50001645e-02
  -1.51923597e-02 -1.04840398e-02]
 [ 2.42307693e-01  8.77580762e-01 -6.15388155e-03  4.51612473e-03
  -5.96152246e-03 -1.03225708e-02]
 [ 2.36153811e-01  8.82096887e-01 -1.21154040e-02 -5.80644608e-03
   6.92312419e-03 -1.53226852e-02]
 [ 2.24038407e-01  8.76290441e-01 -5.19227982e-03 -2.11291313e-02
   4.80766594e-03  1.29032731e-02]
 [ 2.18846127e-01  8.55161309e-01 -3.84613872e-04 -8.22585821e-03
   5.76898456e-04  4.83882427e-03]
 [ 2.18461514e-01  8.46935451e-01  1.92284584e-04 -3.38703394e-03
  -1.73072517e-03  2.09671259e-03]
 [ 2.18653798e-01  8.43548417e-01 -1.53844059e-03 -1.29032135e-03
   1.34620070e-03  9.67562199e-04]
 [ 2.17115358e-01  8.42258096e-01 -1.92239881e-04 -3.22759151e-04
   1.92239881e-04 -3.22401524e-04]
 [ 2.16923118e-01  8.41935337e-01  0.00000000e+00 -6.45160675e-04
   7.69212842e-04 -9.67502594e-04]
 [ 2.16923118e-01  8.41290176e-01  7.69212842e-04 -1.61266327e-03
   5.76868653e-04 -2.98023224e-07]
 [ 2.17692330e-01  8.39677513e-01  1.34608150e-03 -1.61296129e-03
  -3.26912105e-03  1.61230564e-04]
 [ 2.19038412e-01  8.38064551e-01 -1.92303956e-03 -1.45173073e-03
   3.46146524e-03  1.19209290e-07]
 [ 2.17115372e-01  8.36612821e-01  1.53842568e-03 -1.45161152e-03
  -9.61497426e-04  1.61290169e-03]
 [ 2.18653798e-01  8.35161209e-01  5.76928258e-04  1.61290169e-04
  -7.69212842e-04 -4.83870506e-04]
 [ 2.19230726e-01  8.35322499e-01 -1.92284584e-04 -3.22580338e-04
  -4.47034836e-08 -1.77407265e-03]
 [ 2.19038442e-01  8.34999919e-01 -1.92329288e-04 -2.09665298e-03
   1.15387142e-03  1.45149231e-03]
 [ 2.18846112e-01  8.32903266e-01  9.61542130e-04 -6.45160675e-04
  -1.34617090e-03  6.45160675e-04]
 [ 2.19807655e-01  8.32258105e-01 -3.84628773e-04  0.00000000e+00
   2.11541355e-03  0.00000000e+00]
 [ 2.19423026e-01  8.32258105e-01  1.73078477e-03  0.00000000e+00
  -2.11542845e-03  0.00000000e+00]
 [ 2.21153811e-01  8.32258105e-01 -3.84643674e-04  0.00000000e+00
   9.61571932e-04 -1.61230564e-04]
 [ 2.20769167e-01  8.32258105e-01  5.76928258e-04 -1.61230564e-04
   1.92299485e-04 -1.61409378e-04]
 [ 2.21346095e-01  8.32096875e-01  7.69227743e-04 -3.22639942e-04
  -1.53844059e-03  1.19209290e-07]
 [ 2.22115323e-01  8.31774235e-01 -7.69212842e-04 -3.22520733e-04
  -1.49011612e-08  1.29020214e-03]
 [ 2.21346110e-01  8.31451714e-01 -7.69227743e-04  9.67681408e-04
   1.15384161e-03 -2.25812197e-03]
 [ 2.20576882e-01  8.32419395e-01  3.84613872e-04 -1.29044056e-03
   0.00000000e+00  1.61528587e-04]
 [ 2.20961496e-01  8.31128955e-01  3.84613872e-04 -1.12891197e-03
  -1.92306936e-03 -2.38418579e-07]
 [ 2.21346110e-01  8.30000043e-01 -1.53845549e-03 -1.12915039e-03
   2.88461149e-03  1.78813934e-07]
 [ 2.19807655e-01  8.28870893e-01  1.34615600e-03 -1.12897158e-03
  -2.50002742e-03 -8.06450844e-04]
 [ 2.21153811e-01  8.27741921e-01 -1.15387142e-03 -1.93542242e-03
   1.92312896e-03  2.25806236e-03]
 [ 2.19999939e-01  8.25806499e-01  7.69257545e-04  3.22639942e-04
   1.92254782e-04 -8.06510448e-04]
 [ 2.20769197e-01  8.26129138e-01  9.61512327e-04 -4.83870506e-04
  -3.84584069e-04  3.22580338e-04]
 [ 2.21730709e-01  8.25645268e-01  5.76928258e-04 -1.61290169e-04
  -3.84628773e-04 -1.29038095e-03]
 [ 2.22307637e-01  8.25483978e-01  1.92299485e-04 -1.45167112e-03
  -1.34612620e-03  2.41947174e-03]
 [ 2.22499937e-01  8.24032307e-01 -1.15382671e-03  9.67800617e-04
   1.92306936e-03 -3.06475163e-03]
 [ 2.21346110e-01  8.25000107e-01  7.69242644e-04 -2.09695101e-03
  -1.92311406e-03  1.61314011e-03]
 [ 2.22115353e-01  8.22903156e-01 -1.15387142e-03 -4.83810902e-04
   2.50002742e-03  6.44981861e-04]
 [ 2.20961481e-01  8.22419345e-01  1.34615600e-03  1.61170959e-04
  -2.11539865e-03 -1.12885237e-03]
 [ 2.22307637e-01  8.22580516e-01 -7.69242644e-04 -9.67681408e-04
   2.30771303e-03  5.96046448e-08]
 [ 2.21538395e-01  8.21612835e-01  1.53847039e-03 -9.67621803e-04
  -1.53847039e-03 -3.22699547e-04]
 [ 2.23076865e-01  8.20645213e-01  0.00000000e+00 -1.29032135e-03
  -2.13667750e-04  1.29038095e-03]
 [ 2.23076865e-01  8.19354892e-01 -2.13667750e-04  5.96046448e-08
   2.35036016e-04 -8.06629658e-04]]","[[ 9.75       23.75       14.33333333 ... 13.27777778 25.30555556
  10.75      ]
 [12.1        10.275      17.425      ... 13.575      12.2
   8.775     ]
 [10.45       10.575      16.15       ... 11.8        11.975
   9.3       ]
 ...
 [10.475      11.675      12.1        ... 11.825      13.45
   9.075     ]
 [ 9.55        6.8        13.875      ...  8.475      10.325
  10.525     ]
 [10.6        11.875      13.275      ... 11.6        13.625
  11.35      ]]",[0.2 0.8],3
"[[ 5.07478654e-01  4.96774256e-01  2.13682652e-04  2.98023224e-08
   3.63230705e-04 -3.22639942e-04]
 [ 5.07692337e-01  4.96774286e-01  5.76913357e-04 -3.22610140e-04
  -1.15382671e-03  6.45220280e-04]
 [ 5.08269250e-01  4.96451676e-01 -5.76913357e-04  3.22610140e-04
   3.84628773e-04 -6.45279884e-04]
 [ 5.07692337e-01  4.96774286e-01 -1.92284584e-04 -3.22669744e-04
   3.84569168e-04 -6.44981861e-04]
 [ 5.07500052e-01  4.96451616e-01  1.92284584e-04 -9.67651606e-04
  -1.92284584e-04  4.83721495e-04]
 [ 5.07692337e-01  4.95483965e-01  0.00000000e+00 -4.83930111e-04
  -5.76913357e-04  2.98023224e-08]
 [ 5.07692337e-01  4.95000035e-01 -5.76913357e-04 -4.83900309e-04
   3.84569168e-04  0.00000000e+00]
 [ 5.07115424e-01  4.94516134e-01 -1.92344189e-04 -4.83900309e-04
  -9.61482525e-04  4.83900309e-04]
 [ 5.06923079e-01  4.94032234e-01 -1.15382671e-03  0.00000000e+00
  -3.84616852e-03 -4.83840704e-04]
 [ 5.05769253e-01  4.94032234e-01 -4.99999523e-03 -4.83840704e-04
  -6.34622574e-03 -1.12906098e-03]
 [ 5.00769258e-01  4.93548393e-01 -1.13462210e-02 -1.61290169e-03
  -1.53839588e-03  2.25812197e-03]
 [ 4.89423037e-01  4.91935492e-01 -1.28846169e-02  6.45220280e-04
   5.57690859e-03 -3.22699547e-04]
 [ 4.76538420e-01  4.92580712e-01 -7.30770826e-03  3.22520733e-04
   5.57690859e-03  3.87102365e-03]
 [ 4.69230711e-01  4.92903233e-01 -1.73079967e-03  4.19354439e-03
   1.42308474e-02  5.75806499e-02]
 [ 4.67499912e-01  4.97096777e-01  1.25000477e-02  6.17741942e-02
   3.09615731e-02  4.70967293e-02]
 [ 4.79999959e-01  5.58870971e-01  4.34616208e-02  1.08870924e-01
  -6.82693720e-02 -4.93546724e-02]
 [ 5.23461580e-01  6.67741895e-01 -2.48077512e-02  5.95162511e-02
  -4.71152663e-02 -4.37099934e-02]
 [ 4.98653829e-01  7.27258146e-01 -7.19230175e-02  1.58062577e-02
  -2.46154070e-02 -1.04835033e-02]
 [ 4.26730812e-01  7.43064404e-01 -9.65384245e-02  5.32275438e-03
   7.32691288e-02  1.83868408e-02]
 [ 3.30192387e-01  7.48387158e-01 -2.32692957e-02  2.37095952e-02
   4.75000143e-02  1.25807524e-02]
 [ 3.06923091e-01  7.72096753e-01  2.42307186e-02  3.62903476e-02
  -2.84614861e-02 -1.93548203e-02]
 [ 3.31153810e-01  8.08387101e-01 -4.23076749e-03  1.69355273e-02
  -2.53845751e-02 -1.61290765e-02]
 [ 3.26923043e-01  8.25322628e-01 -2.96153426e-02  8.06450844e-04
   4.03845310e-03 -5.32257557e-03]
 [ 2.97307700e-01  8.26129079e-01 -2.55768895e-02 -4.51612473e-03
   3.24999988e-02  1.33870840e-02]
 [ 2.71730810e-01  8.21612954e-01  6.92310929e-03  8.87095928e-03
  -3.46156955e-03 -1.01613998e-02]
 [ 2.78653920e-01  8.30483913e-01  3.46153975e-03 -1.29044056e-03
  -9.80770588e-03 -2.25776434e-03]
 [ 2.82115459e-01  8.29193473e-01 -6.34616613e-03 -3.54820490e-03
   4.23076749e-03 -2.09707022e-03]
 [ 2.75769293e-01  8.25645268e-01 -2.11539865e-03 -5.64527512e-03
   2.88462639e-03 -3.54826450e-03]
 [ 2.73653895e-01  8.19999993e-01  7.69227743e-04 -9.19353962e-03
   2.69231200e-03  9.83881950e-03]
 [ 2.74423122e-01  8.10806453e-01  3.46153975e-03  6.45279884e-04
  -3.84598970e-04  1.61111355e-04]
 [ 2.77884662e-01  8.11451733e-01  3.07694077e-03  8.06391239e-04
   3.84628773e-04  1.77407265e-03]
 [ 2.80961603e-01  8.12258124e-01  3.46156955e-03  2.58046389e-03
  -1.53854489e-03  9.68158245e-04]
 [ 2.84423172e-01  8.14838588e-01  1.92302465e-03  3.54862213e-03
   1.15388632e-03 -4.84347343e-04]
 [ 2.86346197e-01  8.18387210e-01  3.07691097e-03  3.06427479e-03
  -1.15382671e-03 -8.06093216e-04]
 [ 2.89423108e-01  8.21451485e-01  1.92308426e-03  2.25818157e-03
  -9.61542130e-04 -1.77425146e-03]
 [ 2.91346192e-01  8.23709667e-01  9.61542130e-04  4.83930111e-04
  -3.07694077e-03 -9.67860222e-04]
 [ 2.92307734e-01  8.24193597e-01 -2.11539865e-03 -4.83930111e-04
  -1.53842568e-03  9.67741013e-04]
 [ 2.90192336e-01  8.23709667e-01 -3.65382433e-03  4.83810902e-04
   4.23070788e-03 -2.09677219e-03]
 [ 2.86538512e-01  8.24193478e-01  5.76883554e-04 -1.61296129e-03
  -2.88450718e-03  1.77425146e-03]
 [ 2.87115395e-01  8.22580516e-01 -2.30762362e-03  1.61290169e-04
   1.15376711e-03  8.06510448e-04]
 [ 2.84807771e-01  8.22741807e-01 -1.15385652e-03  9.67800617e-04
  -6.53848052e-03 -9.67735052e-03]
 [ 2.83653915e-01  8.23709607e-01 -7.69233704e-03 -8.70954990e-03
  -9.03844833e-03 -4.19366360e-03]
 [ 2.75961578e-01  8.15000057e-01 -1.67307854e-02 -1.29032135e-02
  -3.07697058e-03  3.87090445e-03]
 [ 2.59230793e-01  8.02096844e-01 -1.98077559e-02 -9.03230906e-03
   5.76928258e-03  3.22592258e-03]
 [ 2.39423037e-01  7.93064535e-01 -1.40384734e-02 -5.80638647e-03
   7.88463652e-03  2.90304422e-03]
 [ 2.25384563e-01  7.87258148e-01 -6.15383685e-03 -2.90334225e-03
  -5.76868653e-04  2.09689140e-03]
 [ 2.19230726e-01  7.84354806e-01 -6.73070550e-03 -8.06450844e-04
   5.19223511e-03 -1.61272287e-03]
 [ 2.12500021e-01  7.83548355e-01 -1.53847039e-03 -2.41917372e-03
  -1.73074007e-03  1.29002333e-03]
 [ 2.10961550e-01  7.81129181e-01 -3.26921046e-03 -1.12915039e-03
   3.26921046e-03 -1.61349773e-04]
 [ 2.07692340e-01  7.80000031e-01  0.00000000e+00 -1.29050016e-03
  -3.84613872e-04 -6.44922256e-04]
 [ 2.07692340e-01  7.78709531e-01 -3.84613872e-04 -1.93542242e-03
  -1.49011612e-08  8.06450844e-04]
 [ 2.07307726e-01  7.76774108e-01 -3.84628773e-04 -1.12897158e-03
   1.92329288e-04  5.96046448e-08]
 [ 2.06923097e-01  7.75645137e-01 -1.92299485e-04 -1.12891197e-03
   5.76913357e-04  1.45143270e-03]
 [ 2.06730798e-01  7.74516225e-01  3.84613872e-04  3.22520733e-04
  -2.69229710e-03 -9.67621803e-04]
 [ 2.07115412e-01  7.74838746e-01 -2.30768323e-03 -6.45101070e-04
   2.49999762e-03  3.22520733e-04]
 [ 2.04807729e-01  7.74193645e-01  1.92314386e-04 -3.22580338e-04
   1.34612620e-03 -1.12921000e-03]
 [ 2.05000043e-01  7.73871064e-01  1.53844059e-03 -1.45179033e-03
  -2.30766833e-03  1.77443027e-03]
 [ 2.06538484e-01  7.72419274e-01 -7.69227743e-04  3.22639942e-04
   1.34615600e-03  4.83930111e-04]
 [ 2.05769256e-01  7.72741914e-01  5.76928258e-04  8.06570053e-04
   7.69227743e-04 -2.41965055e-03]
 [ 2.06346184e-01  7.73548484e-01  1.34615600e-03 -1.61308050e-03
  -1.34615600e-03  9.67860222e-04]
 [ 2.07692340e-01  7.71935403e-01  0.00000000e+00 -6.45220280e-04
  -1.92314386e-04  5.96046448e-08]
 [ 2.07692340e-01  7.71290183e-01 -1.92314386e-04 -6.45160675e-04
   1.92314386e-04  1.45167112e-03]
 [ 2.07500026e-01  7.70645022e-01  0.00000000e+00  8.06510448e-04
   1.92314386e-04 -1.29044056e-03]
 [ 2.07500026e-01  7.71451533e-01  1.92314386e-04 -4.83930111e-04
   1.92299485e-04  4.83930111e-04]
 [ 2.07692340e-01  7.70967603e-01  3.84613872e-04  0.00000000e+00
   3.84613872e-04  0.00000000e+00]
 [ 2.08076954e-01  7.70967603e-01  7.69227743e-04  0.00000000e+00
  -1.53845549e-03 -3.22580338e-04]
 [ 2.08846182e-01  7.70967603e-01 -7.69227743e-04 -3.22580338e-04
   1.34615600e-03 -3.22520733e-04]
 [ 2.08076954e-01  7.70645022e-01  5.76928258e-04 -6.45101070e-04
   3.84613872e-04  1.12897158e-03]
 [ 2.08653882e-01  7.69999921e-01  9.61542130e-04  4.83870506e-04
  -5.76928258e-04 -4.83930111e-04]
 [ 2.09615424e-01  7.70483792e-01  3.84613872e-04 -5.96046448e-08
  -9.61542130e-04 -1.61260366e-03]
 [ 2.10000038e-01  7.70483732e-01 -5.76928258e-04 -1.61266327e-03
   1.34617090e-03  1.29008293e-03]
 [ 2.09423110e-01  7.68871069e-01  7.69242644e-04 -3.22580338e-04
  -3.84658575e-04 -1.61290169e-04]
 [ 2.10192353e-01  7.68548489e-01  3.84584069e-04 -4.83870506e-04
  -3.84584069e-04  1.61290169e-04]
 [ 2.10576937e-01  7.68064618e-01  0.00000000e+00 -3.22580338e-04
   1.92314386e-04  4.83870506e-04]
 [ 2.10576937e-01  7.67742038e-01  1.92314386e-04  1.61290169e-04
  -5.76913357e-04  0.00000000e+00]
 [ 2.10769251e-01  7.67903328e-01 -3.84598970e-04  1.61290169e-04
   9.61497426e-04 -3.22580338e-04]
 [ 2.10384652e-01  7.68064618e-01  5.76898456e-04 -1.61290169e-04
  -1.92269683e-04  3.22580338e-04]
 [ 2.10961550e-01  7.67903328e-01  3.84628773e-04  1.61290169e-04
  -5.76943159e-04 -9.67800617e-04]
 [ 2.11346179e-01  7.68064618e-01 -1.92314386e-04 -8.06510448e-04
   5.76943159e-04  7.52747059e-04]
 [ 2.11153865e-01  7.67258108e-01  3.84628773e-04 -5.37633896e-05
  -3.84643674e-04  5.91456890e-04]]","[[12.08333333 22.77777778 11.19444444 ...  9.47222222 26.88888889
  12.88888889]
 [ 9.275      10.925      14.55       ... 10.95       13.7
   9.675     ]
 [ 7.19512195  9.97560976 10.73170732 ...  8.43902439 13.
   8.70731707]
 ...
 [ 8.6        11.475      14.1        ...  9.65       14.1
   8.575     ]
 [ 9.3         9.7        14.475      ... 12.5        10.875
   9.175     ]
 [11.95        9.875      12.6        ... 13.3        11.325
   7.975     ]]",[0.2 0.8],13
